9,4,650,182,2,15,0.875,4.125,10.2916666667,1
2,1,724,183,2,30,0.5625,3.375,7.125,1
7,4,194,181,2,9,0.125,3.0625,6.77083333333,1
9,34,110,174,2,0,0.375,2.75,8.625,1
9,2,342,186,2,7,0.6875,2.0625,3.72916666667,1
5,18,7,178,3,8,5.0625,1.1875,7.45833333333,1
1,36,91,183,3,3,5.1875,0.5,11.4375,1
6,11,1892,117,3,29,13.125,12.125,50.75,1
1,15,1928,116,3,23,11.375,10.3125,55.6666666667,1
10,14,2164,114,3,32,13.3125,7.3125,49.0625,1
2,16,1732,114,2,38,19.9375,15.3125,47.75,1
5,13,85,187,2,1,3.0625,6.875,13.8958333333,1
2,5,66,185,2,2,2.0625,7.375,20.5833333333,1
2,18,1996,117,3,37,18.1875,14.0625,58.3333333333,1
4,23,2205,119,3,39,14.1875,8.0625,62.9375,1
5,10,61,162,2,3,5.75,2.0,18.2708333333,1
4,9,40,161,2,23,2.3125,5.3125,40.1666666667,1
0,2,13,132,3,0,5.4375,3.0625,26.9166666667,1
0,25,3209,150,3,43,19.0,22.875,44.3958333333,1
16,26,3257,157,4,32,21.75,15.9375,29.9375,1
10,13,706,163,2,20,9.5625,6.75,20.8958333333,1
6,9,727,172,3,29,10.375,5.25,19.0,1
9,5,612,188,3,25,11.75,5.375,22.4375,1
6,26,3496,159,3,36,17.3125,17.0,18.8541666667,1
8,27,3527,158,3,45,15.625,19.0,20.4791666667,1
11,27,3134,156,3,46,20.875,18.5,33.0208333333,1
13,9,13,180,2,22,6.875,6.9375,5.83333333333,1
7,8,862,155,3,23,14.6875,11.125,42.7916666667,1
16,11,570,157,3,21,17.5,4.8125,37.9791666667,1
0,4,372,168,3,23,6.5,4.8125,8.95833333333,1
6,9,835,163,3,25,17.5,0.8125,22.8125,1
3,1,564,166,3,11,10.5,1.6875,8.25,1
0,0,204,208,2,17,6.875,6.375,20.5416666667,1
5,3,132,214,2,12,7.0625,5.75,19.5416666667,1
3,0,332,206,2,33,18.1875,3.5625,45.5625,1
3,3,794,203,2,15,10.0625,8.125,28.5208333333,1
19,2,377,172,2,57,14.0625,6.375,44.8958333333,1
22,3,428,175,2,51,10.8125,2.9375,32.0208333333,1
15,11,382,167,2,48,11.6875,1.9375,31.3541666667,1
12,3,377,147,2,30,4.8125,4.375,14.4375,1
1,2,370,161,2,24,2.625,4.125,11.9583333333,1
3,6,429,160,2,21,2.25,2.1875,5.0625,1
11,6,656,209,3,38,13.5625,18.9375,38.1041666667,1
13,2,649,215,3,22,15.0625,20.625,41.4583333333,1
3,4,272,213,2,55,4.75,4.0625,21.2083333333,1
2,1,177,213,2,46,4.0625,11.0625,35.3958333333,1
1,4,133,202,2,46,3.3125,8.6875,27.6666666667,1
3,1,251,209,2,27,5.375,4.25,23.8125,1
4,2,433,180,2,19,1.5625,4.0,2.9375,1
4,2,202,181,2,26,1.4375,1.25,4.77083333333,1
11,8,416,184,2,40,4.9375,3.75,14.4375,1
12,11,528,180,2,16,6.625,2.5625,0.604166666667,1
6,15,143,160,2,9,4.3125,8.0,3.5,1
10,7,461,167,2,16,3.6875,8.875,6.54166666667,1
11,6,221,164,2,16,4.5,9.0625,1.9375,1
7,12,340,167,2,7,3.5,7.375,5.27083333333,1
10,9,194,168,3,12,7.9375,9.125,28.1458333333,1
6,4,293,162,3,44,9.0,7.875,31.2708333333,1
8,5,17,212,2,13,8.6875,3.5,24.3333333333,1
0,7,346,215,2,18,10.4375,5.375,33.0625,1
27,4,7,211,2,30,2.75,5.1875,8.29166666667,1
31,2,107,211,2,2,4.75,8.4375,30.5833333333,1
5,6,53,147,3,23,7.4375,1.0,12.1666666667,1
0,9,54,147,3,4,10.3125,4.625,5.54166666667,1
3,12,1097,170,2,2,2.5,7.875,3.9375,1
5,6,813,159,2,1,1.4375,9.875,3.75,1
1,8,1290,162,2,24,0.0,8.125,13.25,1
5,19,640,218,2,12,5.5625,9.0,21.4791666667,1
5,3,173,207,3,5,9.375,7.5,34.7083333333,1
3,6,58,221,3,15,7.125,6.5625,27.2083333333,1
5,1,790,212,2,22,8.625,11.625,35.625,1
5,13,909,203,2,11,7.625,7.6875,20.3958333333,1
5,8,228,178,3,20,6.4375,35.3125,84.4791666667,1
4,11,292,186,3,2,7.3125,39.1875,96.4583333333,1
9,0,71,193,3,24,7.5625,34.6875,87.4583333333,1
8,2,424,177,3,13,7.0625,40.5625,98.2291666667,1
6,1,202,182,2,9,6.6875,35.625,92.25,1
0,4,29,204,3,12,3.25,31.375,75.0208333333,1
4,4,100,187,2,12,6.3125,31.0,82.7916666667,1
1,4,405,184,2,5,7.25,40.25,105.104166667,1
6,52,1313,141,2,4,14.3125,11.9375,29.7083333333,1
11,49,1654,144,2,7,13.3125,11.75,42.8125,1
12,11,1330,142,2,6,12.6875,12.1875,23.2916666667,1
10,44,1127,157,2,7,15.1875,11.4375,29.8958333333,1
4,15,1160,156,2,31,13.25,10.25,31.1041666667,1
2,32,1447,153,2,12,11.9375,12.125,23.8125,1
4,1,724,225,2,6,1.6875,14.0,18.7291666667,1
6,6,262,216,3,2,1.1875,8.9375,22.1458333333,1
8,0,217,212,2,11,0.6875,14.3125,29.9791666667,1
6,10,126,224,2,17,0.625,3.0,18.8958333333,1
0,5,673,225,2,4,1.3125,11.4375,25.625,1
10,3,824,224,2,20,11.3125,3.4375,23.25,1
20,3,804,224,2,12,6.9375,15.9375,37.5208333333,1
13,3,850,222,2,7,1.125,9.1875,3.25,1
26,4,891,223,2,2,1.375,5.4375,3.04166666667,1
3,4,875,221,2,4,0.0,18.6875,19.0416666667,1
12,3,822,232,2,2,1.5625,7.25,1.0,1
1,2,453,211,1,12,3.5625,1.5,18.6041666667,1
8,0,230,206,1,14,1.125,3.5,0.0833333333333,1
11,7,420,206,1,7,4.1875,2.125,22.5833333333,1
2,3,471,216,1,15,8.625,0.1875,27.9583333333,1
2,1,720,214,1,75,3.9375,0.3125,18.0625,1
7,2,333,210,2,5,0.1875,1.0625,1.875,1
3,5,837,236,3,17,8.25,4.1875,9.875,1
10,4,940,234,3,14,6.625,16.9375,32.1041666667,1
10,4,680,238,3,19,7.5625,0.9375,8.14583333333,1
6,0,644,235,3,27,7.0,15.3125,43.3958333333,1
5,19,145,224,2,17,0.5,13.25,43.8125,1
2,0,80,221,2,22,2.125,12.75,37.2916666667,1
4,1,45,223,2,30,1.6875,10.8125,38.7083333333,1
10,1,610,233,2,33,1.0625,15.0,43.3958333333,1
5,1,564,231,2,17,3.5625,13.1875,31.3333333333,1
3,1,61,192,2,2,0.875,6.875,22.3958333333,1
10,2,241,187,2,13,0.6875,6.125,21.6041666667,1
11,2,72,190,2,6,5.5,5.9375,23.2083333333,1
1,2,28,192,2,3,5.125,7.3125,27.125,1
23,0,114,191,2,15,4.625,9.875,37.8958333333,1
18,3,222,217,3,21,1.8125,15.375,28.1458333333,1
9,3,120,222,3,32,2.5,8.8125,22.7916666667,1
14,4,162,223,2,32,9.5625,2.0625,7.60416666667,1
27,4,143,227,2,11,10.625,0.625,17.9583333333,1
3,2,34,226,2,37,8.125,0.25,12.2916666667,1
30,0,698,218,2,10,9.25,2.75,0.520833333333,1
6,2,12,225,2,17,3.4375,3.4375,13.875,1
13,1,333,225,2,21,0.375,8.375,44.5833333333,1
12,5,347,219,2,43,5.5,2.25,9.89583333333,1
14,6,592,216,2,20,4.5625,9.75,27.75,1
13,6,317,209,2,20,8.5,0.4375,11.3541666667,1
8,3,525,216,2,5,5.625,5.5,13.7708333333,1
14,7,658,216,2,4,4.75,7.875,18.5416666667,1
5,6,168,219,2,16,2.4375,24.6875,62.1666666667,1
4,2,164,218,2,14,3.875,22.5625,50.4166666667,1
6,2,209,206,1,20,1.5,17.0625,45.3541666667,1
9,2,31,210,2,5,0.1875,21.75,62.8125,1
17,6,370,224,2,16,6.875,20.8125,75.7083333333,1
10,3,34,208,2,15,0.375,20.125,57.375,1
1,42,2471,145,3,6,20.3125,17.0,40.4791666667,1
3,55,2429,146,3,3,20.5625,19.9375,45.875,1
4,50,2410,144,3,3,19.25,12.5,29.8541666667,1
0,46,2344,127,3,44,22.9375,13.1875,38.5,1
2,24,2239,130,3,42,23.0625,15.3125,42.0208333333,1
4,56,2516,126,3,46,20.625,16.0,36.1458333333,1
3,41,2429,127,3,43,21.625,8.25,24.8333333333,1
6,43,3011,155,3,34,11.8125,17.125,12.875,1
3,48,2758,156,3,39,11.625,20.0625,23.1041666667,1
16,43,3364,156,4,35,14.3125,14.4375,8.47916666667,1
19,48,3538,156,4,38,12.5,20.5,20.3333333333,1
18,36,2392,171,3,45,14.3125,15.9375,30.2916666667,1
7,34,2379,173,3,31,17.1875,13.8125,29.5625,1
1,36,2765,170,4,3,14.625,13.9375,18.2708333333,1
8,35,3082,171,4,6,11.8125,15.5,14.6666666667,1
3,74,2645,154,3,40,12.0,21.6875,37.8958333333,1
0,36,2595,155,3,37,11.4375,22.625,43.5,1
0,52,2258,163,3,46,17.9375,25.6875,61.9583333333,1
17,55,1823,161,3,25,16.3125,26.125,58.8333333333,1
2,35,2958,173,3,53,22.625,32.3125,92.0416666667,1
5,53,2903,174,3,48,22.0625,25.0,66.4375,1
5,22,2988,169,3,55,21.9375,36.5,103.395833333,1
4,36,2746,177,3,54,21.875,32.8125,87.5833333333,1
6,21,2783,176,3,55,17.875,37.5625,87.0625,1
0,19,2143,140,3,40,14.5,10.4375,23.0625,1
2,18,1907,139,3,40,13.1875,12.5,20.3125,1
3,18,1894,135,3,37,14.125,13.8125,27.25,1
0,24,2220,141,3,22,13.8125,11.25,18.3541666667,1
3,24,1982,141,3,37,14.1875,14.4375,24.4791666667,1
1,26,2005,137,3,29,15.75,14.75,30.1458333333,1
1,24,2401,161,3,14,24.125,16.0,27.2083333333,1
14,45,2123,158,3,46,21.8125,18.4375,30.7916666667,1
10,6,2686,159,3,21,22.5,13.6875,15.2916666667,1
4,39,2148,159,3,40,30.125,22.3125,69.0833333333,1
13,18,2689,161,3,44,27.25,12.9375,30.6458333333,1
24,48,3449,159,3,60,25.375,22.0625,41.4791666667,1
4,43,3578,158,3,61,27.3125,19.0,41.7916666667,1
14,36,3542,159,3,64,27.125,20.3125,42.8958333333,1
3,42,3574,148,3,71,28.6875,22.125,51.7916666667,1
13,56,3484,148,3,74,27.8125,22.25,47.9791666667,1
14,57,3774,148,3,55,29.1875,24.25,58.1666666667,1
20,26,3400,162,3,58,23.6875,22.625,47.2916666667,1
2,21,3459,158,3,61,24.0,19.875,47.0,1
20,25,3618,155,3,61,24.1875,21.3125,52.0625,1
4,33,3156,152,3,38,25.375,15.125,42.3125,1
7,23,3177,151,3,30,21.9375,14.6875,44.0833333333,1
6,15,2357,127,3,45,22.8125,19.1875,69.5833333333,1
2,13,2151,125,2,47,24.0,20.625,67.9791666667,1
12,12,2174,124,2,51,23.0,13.25,49.5416666667,1
10,13,2118,124,2,33,24.25,20.1875,69.3541666667,1
10,16,2125,124,2,43,24.1875,10.6875,54.0625,1
6,23,2350,128,2,32,21.75,30.8125,80.25,1
8,19,2417,128,2,35,21.5,31.4375,80.2291666667,1
10,32,2423,134,3,44,13.25,19.0,65.6666666667,1
10,21,2182,134,3,0,13.75,25.6875,81.2083333333,1
9,32,2517,134,3,39,18.3125,27.125,74.1458333333,1
22,46,4488,184,3,61,15.9375,29.625,55.8333333333,1
9,45,4763,182,3,45,17.0625,32.8125,61.3958333333,1
21,41,3903,175,2,7,23.25,27.6875,69.0208333333,1
18,38,4145,175,2,46,23.4375,25.625,52.875,1
15,39,4310,175,2,43,22.9375,21.25,39.0416666667,1
2,24,13,139,2,38,16.125,15.4375,29.7916666667,1
0,12,1209,149,2,27,12.875,5.9375,9.16666666667,1
3,14,1110,148,2,28,14.5625,10.0,23.1875,1
4,23,1261,144,2,19,8.25,6.8125,4.47916666667,1
5,17,1383,143,2,13,9.75,6.9375,1.8125,1
2,21,1296,144,2,22,9.625,9.8125,10.5,1
5,28,1306,151,2,12,10.5,12.625,26.3333333333,1
3,21,1267,148,2,12,9.875,5.3125,6.58333333333,1
0,19,1180,152,2,10,11.4375,9.0,22.3125,1
2,27,1420,152,2,5,9.4375,5.8125,4.33333333333,1
4,25,1712,150,3,28,8.9375,7.125,4.0,1
7,25,1523,151,3,12,8.0625,8.6875,10.625,1
2,16,1646,150,3,17,5.625,1.25,12.0,1
10,31,1681,151,3,3,4.0625,13.5625,46.8333333333,1
6,17,1753,148,3,9,6.3125,1.0625,18.4375,1
9,20,1658,150,3,13,7.375,8.5,8.91666666667,1
8,14,1574,162,3,8,0.4375,2.9375,23.4375,1
5,18,1280,154,3,5,2.25,1.4375,8.5,1
1,9,1492,163,3,3,0.5,7.25,35.7291666667,1
1,7,1558,163,3,5,0.3125,3.625,12.5833333333,1
5,16,1598,163,3,1,2.1875,0.5625,20.9791666667,1
1,18,649,95,2,2,3.5625,24.375,34.125,1
2,17,420,101,3,12,3.9375,20.1875,38.6041666667,1
14,24,70,180,3,17,12.625,17.9375,38.2708333333,1
11,25,545,175,3,41,10.125,9.0625,11.1458333333,1
1,26,900,201,3,12,16.125,10.375,25.3958333333,1
3,28,624,200,2,11,19.0,11.75,36.2916666667,1
2,27,11,204,2,10,14.375,10.6875,30.4583333333,1
11,24,1041,170,3,27,12.4375,8.75,28.0833333333,1
13,27,716,170,3,3,11.875,10.125,32.8125,1
16,28,589,167,3,48,11.8125,11.875,32.0625,1
0,13,664,198,3,3,15.0625,13.4375,33.3333333333,1
0,12,109,192,2,25,13.25,12.8125,27.0208333333,1
3,3,876,203,2,46,2.8125,5.625,15.0833333333,1
7,1,942,203,2,6,6.5625,10.75,8.66666666667,1
4,8,1244,202,2,22,2.75,1.375,22.0833333333,1
5,3,364,212,2,9,2.25,2.375,5.5,1
4,1,298,212,2,19,1.25,1.75,5.3125,1
3,2,919,208,3,14,6.875,3.25,34.7916666667,1
4,3,309,211,2,16,0.5625,2.1875,14.9375,1
12,14,2816,142,3,21,11.5,6.5,9.9375,1
18,17,3511,141,3,13,11.75,4.9375,15.9583333333,1
17,24,3359,144,2,34,14.1875,11.6875,26.6875,1
22,24,2865,141,2,39,13.6875,10.6875,21.5,1
22,31,3018,148,3,48,14.25,9.625,18.9375,1
14,31,3422,144,2,37,14.625,6.625,13.1666666667,1
15,25,3125,148,3,21,15.125,8.3125,23.0208333333,1
9,34,1136,132,3,28,7.75,1.625,2.77083333333,1
0,27,1005,131,3,10,6.5625,1.1875,9.9375,1
3,26,728,135,3,26,7.25,1.5,7.08333333333,1
3,17,728,126,3,12,3.6875,6.0625,9.77083333333,1
4,22,811,124,3,2,2.25,2.25,5.10416666667,1
5,15,1696,104,3,0,4.125,3.375,4.91666666667,1
6,13,1697,109,3,13,4.0625,4.5,4.02083333333,1
6,19,1591,105,3,2,4.5625,3.375,4.6875,1
10,20,1687,111,3,2,7.6875,5.9375,3.5,1
7,9,1510,108,2,18,9.625,4.0625,0.6875,1
12,15,1512,108,2,19,9.5,6.0,5.0,1
3,10,1728,107,2,18,11.125,6.5625,11.8541666667,1
2,13,1658,129,2,23,14.0,11.125,63.7291666667,1
2,11,1498,129,2,26,13.4375,12.625,35.0625,1
1,11,1420,122,2,46,11.75,10.3125,39.8541666667,1
8,14,1658,124,2,5,12.9375,8.3125,50.4583333333,1
1,40,1788,133,3,14,7.375,4.8125,7.70833333333,1
5,26,1465,157,2,24,11.1875,7.4375,10.125,1
4,17,720,145,2,1,5.8125,4.8125,16.2291666667,1
1,13,731,145,2,12,5.3125,4.75,16.25,1
2,17,819,143,2,15,6.3125,4.8125,17.625,1
6,4,823,134,2,8,7.125,6.375,9.1875,1
5,13,951,131,2,47,11.5625,7.0,26.9166666667,1
2,2,1072,130,2,49,9.5625,13.0625,31.0416666667,1
26,2,95,183,2,60,7.5625,6.4375,37.0625,1
21,10,496,185,1,53,2.125,17.125,33.4583333333,1
18,12,1462,182,2,27,18.375,28.9375,56.6875,1
18,4,1234,181,2,30,18.3125,30.4375,65.1458333333,1
13,24,3829,151,1,30,19.1875,39.75,60.9583333333,1
10,19,3513,155,2,51,25.375,38.9375,71.9583333333,1
32,23,3869,156,1,46,23.0,41.5,69.5208333333,1
8,20,3725,164,1,46,20.5,33.8125,56.1458333333,1
12,32,2886,148,2,90,30.375,27.625,71.0625,1
12,29,3107,148,2,32,26.75,38.0,85.2916666667,1
0,27,2988,152,2,68,24.5625,28.25,54.3125,1
8,7,2089,138,1,37,11.1875,21.3125,29.8958333333,1
17,14,2145,134,1,35,13.6875,25.0,24.6458333333,1
15,6,2159,141,1,38,14.625,17.75,31.6875,1
2,17,2273,136,1,23,11.5,24.875,21.6041666667,1
2,6,958,121,1,38,3.375,5.6875,10.375,1
5,2,899,118,1,18,1.875,11.3125,25.0833333333,1
5,0,475,118,1,13,0.625,1.75,5.52083333333,1
1,14,864,121,2,33,3.25,13.125,34.875,1
7,11,789,123,2,33,2.8125,10.1875,24.8541666667,1
1,10,931,123,2,24,4.3125,7.875,18.5625,1
4,116,2168,115,1,25,4.75,11.5,3.95833333333,1
13,97,2294,112,1,13,6.6875,5.4375,12.7708333333,1
11,111,2040,113,2,30,3.3125,3.25,27.8958333333,1
9,78,2102,109,2,24,11.5625,15.1875,25.0,1
14,114,2152,109,2,29,13.9375,5.6875,1.35416666667,1
7,7,512,86,2,18,5.125,8.3125,14.0208333333,1
4,8,691,86,2,19,6.9375,0.75,20.875,1
6,10,669,92,2,22,6.8125,3.5,27.1666666667,1
1,2,164,75,2,10,3.0625,9.0,3.47916666667,1
6,12,305,76,2,6,2.9375,5.3125,33.625,1
2,6,227,76,2,9,3.125,7.75,13.5625,1
2,5,166,76,2,5,2.375,7.6875,22.4583333333,1
1,34,3431,192,2,63,21.1875,27.5625,35.6666666667,1
41,21,3628,191,2,48,20.1875,38.875,62.5208333333,1
14,22,3588,192,2,50,19.25,36.3125,52.2291666667,1
11,34,2817,181,2,27,23.75,18.75,42.4375,1
30,32,2936,181,2,23,22.0625,26.875,59.6041666667,1
2,13,3802,180,2,84,29.875,29.9375,54.7083333333,1
22,15,3754,178,2,50,24.375,41.4375,59.3125,1
0,21,4177,181,2,63,30.125,37.9375,78.9375,1
14,16,3473,179,1,18,21.1875,37.125,58.8958333333,1
21,10,3395,180,1,7,26.8125,42.3125,81.6875,1
24,16,3878,164,1,86,29.9375,32.75,84.4166666667,1
35,42,4540,172,1,52,27.5625,34.875,76.7708333333,1
14,5,4016,156,1,34,23.4375,30.9375,59.6458333333,1
20,4,4196,178,1,25,17.0625,42.6875,66.1666666667,1
28,42,3770,161,2,56,33.8125,31.0625,88.6875,1
8,0,1615,155,2,39,20.875,9.9375,11.0625,1
3,5,1810,150,2,40,20.5625,17.25,28.5208333333,1
3,4,1832,144,2,27,20.9375,20.6875,39.8125,1
5,22,2190,139,2,18,22.3125,24.8125,55.3125,1
10,11,2273,139,2,36,18.75,34.75,67.4791666667,1
8,8,2114,135,2,9,20.5625,23.75,39.1458333333,1
6,28,2363,140,2,45,19.5,34.5,72.3958333333,1
7,9,1842,147,2,4,10.8125,14.0,23.0625,1
0,9,932,85,2,12,6.4375,9.375,32.75,1
3,22,915,84,2,13,5.25,7.0,33.9375,1
1,13,927,90,1,14,7.125,12.25,26.875,1
2,14,987,80,1,21,7.125,2.6875,1.77083333333,1
15,2,2581,168,1,20,4.3125,19.0625,7.02083333333,1
12,6,3113,165,1,2,9.625,18.75,24.9375,1
19,3,2137,167,1,7,9.125,11.3125,11.8541666667,1
12,2,2097,166,1,23,6.625,20.0,14.625,1
12,2,2097,166,1,23,6.625,20.0,14.625,1
7,28,2791,148,1,10,8.6875,31.125,54.0416666667,1
7,30,2062,142,1,14,11.3125,23.0625,31.2083333333,1
3,24,1883,159,1,60,8.75,19.8125,23.7916666667,1
7,55,2145,141,0,42,6.5,24.9375,13.25,1
6,41,2338,144,0,29,8.6875,30.9375,35.8333333333,1
6,2,412,147,3,22,7.1875,2.4375,15.5,1
6,15,268,147,3,20,7.25,11.875,11.5208333333,1
10,1,625,146,3,22,6.0,6.0,5.54166666667,1
4,11,80,151,3,15,6.125,7.0,3.20833333333,1
9,10,408,151,3,5,4.9375,5.125,7.0,1
15,20,394,133,2,13,9.3125,12.25,20.4166666667,1
13,15,620,109,2,7,5.5,13.3125,15.0625,1
11,2,849,181,2,8,9.75,28.0625,77.3333333333,1
14,1,1315,179,1,41,8.5,36.375,94.2083333333,1
15,1,1321,181,1,15,5.0625,22.0,46.5625,1
1,3,1139,176,2,2,11.0625,20.3125,54.3333333333,1
1,3,1232,176,2,11,6.75,27.8125,67.2083333333,1
1,10,1477,182,1,14,10.9375,26.75,67.2916666667,1
10,8,846,164,2,11,6.25,13.9375,28.9375,1
18,6,716,164,2,9,6.0625,15.0,33.1458333333,1
11,13,1710,169,1,10,10.125,19.6875,25.0833333333,1
4,11,1668,165,1,14,10.125,28.3125,35.8125,1
2,2,805,102,2,7,5.8125,12.8125,2.08333333333,1
1,3,1168,101,1,10,3.625,11.3125,2.29166666667,1
2,1,501,98,2,9,8.0,13.0,13.4583333333,1
0,3,573,97,2,8,7.75,18.0,1.5,1
14,19,2737,153,2,59,18.6875,19.6875,37.4166666667,1
16,61,2616,152,2,48,17.0625,26.875,38.5625,1
5,44,2804,145,2,58,17.375,27.6875,47.375,1
